id,summary,details,modified,published,package_name,package_ecosystem,package_repo,git_introduced,git_fixed
GO-2023-1841,Improper sanitization of LDFLAGS in go command with cgo in cmd/go,"The go command may execute arbitrary code at build time when using cgo. This may occur when running ""go get"" on a malicious module, or when running any other command which builds untrusted code. This is can by triggered by linker flags, specified via a ""#cgo LDFLAGS"" directive.

The arguments for a number of flags which are non-optional are incorrectly considered optional, allowing disallowed flags to be smuggled through the LDFLAGS sanitization. This affects usage of both the gc and gccgo compilers.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,toolchain,Go,,,
GO-2020-0033,Path Traversal in aahframe.work,"Due to improper sanitization of user input, HTTPEngine.Handle allows for directory traversal, allowing an attacker to read files outside of the target directory that the server has permission to read.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,aahframe.work,Go,,,
GO-2022-0475,Arbitrary code execution in go command with cgo in cmd/go and cmd/cgo,"The go command may execute arbitrary code at build time when cgo is in use. This may occur when running go get on a malicious package, or any other command that builds untrusted code.

This can be caused by malicious unquoted symbol name in a linked object file.",0001-01-01T00:00:00Z,2022-07-28T17:24:30Z,toolchain,Go,,,
GO-2023-1923,Panic when handling invalid HAProxy PROXY v2 request in github.com/mastercactapus/proxyprotocol,Panic when handling invalid HAProxy PROXY v2 request in github.com/mastercactapus/proxyprotocol,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/mastercactapus/proxyprotocol,Go,,,
GO-2021-0154,Man-in-the-middle attack with SessionTicketsDisabled in crypto/tls,"When SessionTicketsDisabled is enabled, crypto/tls allowed man-in-the-middle attackers to spoof clients via unspecified vectors.

If the server enables TLS client authentication using certificates (this is rare) and explicitly sets SessionTicketsDisabled to true in the tls.Config, then a malicious client can falsely assert ownership of any client certificate it wishes.",0001-01-01T00:00:00Z,2022-05-25T21:11:41Z,stdlib,Go,,,
GO-2021-0095,Sensitive information exposure in github.com/google/go-tpm,"Due to repeated usage of a XOR key an attacker that can eavesdrop on the TPM 1.2 transport is able to calculate usageAuth for keys created using CreateWrapKey, despite it being encrypted, allowing them to use the created key.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/google/go-tpm,Go,,,
GO-2022-0988,Failure to strip relative path components in net/url,"JoinPath and URL.JoinPath do not remove ../ path elements appended to a relative path. For example, JoinPath(""https://go.dev"", ""../go"") returns the URL ""https://go.dev/../go"", despite the JoinPath documentation stating that ../ path elements are removed from the result.",0001-01-01T00:00:00Z,2022-09-12T20:23:15Z,stdlib,Go,,,
GO-2023-1640,Path traversal when unzipping files in github.com/dablelv/go-huge-util,Path traversal when unzipping files in github.com/dablelv/go-huge-util,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/dablelv/go-huge-util,Go,,,
GO-2022-0588,Cross-site scripting in github.com/microcosm-cc/bluemonday,"The bluemonday HTML sanitizer can leak the contents of a ""style"" element into HTML output, potentially causing XSS vulnerabilities.

The default bluemonday sanitization policies are not vulnerable. Only user-defined policies allowing ""select"", ""style"", and ""option"" elements are affected.

Permitting the ""style"" element in policies is hazardous, because bluemonday does not contain a CSS sanitizer. Newer versions of bluemonday suppress ""style"" and ""script"" elements even when allowed by a policy unless the policy explicitly requests unsafe processing.",0001-01-01T00:00:00Z,2022-08-15T18:02:24Z,github.com/microcosm-cc/bluemonday,Go,,,
GO-2021-0057,Panic due to improper input validation in github.com/buger/jsonparser,"Due to improper bounds checking, maliciously crafted JSON objects can cause an out-of-bounds panic. If parsing user input, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/buger/jsonparser,Go,,,
GO-2023-1578,Denial of service in github.com/hashicorp/go-getter/v2,HashiCorp go-getter is vulnerable to decompression bombs. This can lead to excessive memory consumption and denial-of-service attacks.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/hashicorp/go-getter/v2,Go,,,
GO-2022-0189,"Remote command execution via ""go get"" with ""-u"" flag in cmd/go","The ""go get"" command is vulnerable to remote code execution when executed with the -u flag and the import path of a malicious Go package, or a package that imports it directly or indirectly.

Specifically, it is only vulnerable in GOPATH mode, but not in module mode (the distinction is documented at https://golang.org/cmd/go/#hdr-Module_aware_go_get).

Using custom domains, it's possible to arrange things so that a Git repository is cloned to a folder named "".git"" by using a vanity import path that ends with ""/.git"". If the Git repository root contains a ""HEAD"" file, a ""config"" file, an ""objects"" directory, a ""refs"" directory, with some work to ensure the proper ordering of operations, ""go get -u"" can be tricked into considering the parent directory as a repository root, and running Git commands on it. That will use the ""config"" file in the original Git repository root for its configuration, and if that config file contains malicious commands, they will execute on the system running ""go get -u"".

Note that forbidding import paths with a .git element might not be sufficient to mitigate this issue, as on certain systems there can be other aliases for VCS state folders.",0001-01-01T00:00:00Z,2022-08-04T21:30:35Z,toolchain,Go,,,
GO-2021-0061,Denial of service in gopkg.in/yaml.v2,"Due to unbounded alias chasing, a maliciously crafted YAML file can cause the system to consume significant system resources. If parsing user input, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,gopkg.in/yaml.v2,Go,,,
GO-2022-1038,Incorrect sanitization of forwarded query parameters in net/http/httputil,"Requests forwarded by ReverseProxy include the raw query parameters from the inbound request, including unparsable parameters rejected by net/http. This could permit query parameter smuggling when a Go proxy forwards a parameter with an unparsable value.

After fix, ReverseProxy sanitizes the query parameters in the forwarded query when the outbound request's Form field is set after the ReverseProxy. Director function returns, indicating that the proxy has parsed the query parameters. Proxies which do not parse query parameters continue to forward the original query parameters unchanged.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2022-1144,Excessive memory growth in net/http and golang.org/x/net/http2,"An attacker can cause excessive memory growth in a Go server accepting HTTP/2 requests.

HTTP/2 server connections contain a cache of HTTP header keys sent by the client. While the total number of entries in this cache is capped, an attacker sending very large keys can cause the server to allocate approximately 64 MiB per open connection.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-1860,"IBC protocol ""Huckleberry"" vulnerability in github.com/cosmos/ibc-go","The ibc-go module is affected by the Inter-Blockchain Communication (IBC) protocol ""Huckleberry"" vulnerability.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cosmos/ibc-go/v7,Go,,,
GO-2020-0026,Arbitrary file write via archive extraction in github.com/openshift/source-to-image,"Due to improper path sanitization, archives containing relative file paths can cause files to be written (or overwritten) outside of the target directory.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/openshift/source-to-image,Go,,,
GO-2021-0160,Incorrect calculation affecting RSA computations in math/big,"Int.Exp Montgomery mishandled carry propagation and produced an incorrect output, which makes it easier for attackers to obtain private RSA keys via unspecified vectors.

This issue can affect RSA computations in crypto/rsa, which is used by crypto/tls. TLS servers on 32-bit systems could plausibly leak their RSA private key due to this issue. Other protocol implementations that create many RSA signatures could also be impacted in the same way.

Specifically, incorrect results in one part of the RSA Chinese Remainder computation can cause the result to be incorrect in such a way that it leaks one of the primes. While RSA blinding should prevent an attacker from crafting specific inputs that trigger the bug, on 32-bit systems the bug can be expected to occur at random around one in 2^26 times. Thus collecting around 64 million signatures (of known data) from an affected server should be enough to extract the private key used.

Note that on 64-bit systems, the frequency of the bug is so low (less than one in 2^50) that it would be very difficult to exploit.",0001-01-01T00:00:00Z,2022-01-05T15:31:16Z,stdlib,Go,,,
GO-2023-1535,Panic during unmarshal of Server Hello in github.com/pion/dtls/v2,"Unmarshalling a Server Hello can panic, which could allow a denial of service.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/pion/dtls/v2,Go,,,
GO-2020-0004,Authentication bypass in github.com/nanobox-io/golang-nanoauth,"If any of the ListenAndServe functions are called with an empty token, token authentication is disabled globally for all listeners.

Also, a minor timing side channel was present allowing attackers with very low latency and able to make many requests to potentially recover the token.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/nanobox-io/golang-nanoauth,Go,,,
GO-2022-1043,Hardcoded hashed password in github.com/flyteorg/flyteadmin,"Default authorization server's configuration settings contain a known hardcoded hashed password.

Users who enable auth but do not override this setting may unknowingly allow public traffic in by way of this default password with attackers effectively impersonating propeller.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/flyteorg/flyteadmin,Go,,,
GO-2023-1988,Improper rendering of text nodes in golang.org/x/net/html,"Text nodes not in the HTML namespace are incorrectly literally rendered, causing text which should be escaped to not be. This could lead to an XSS attack.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,golang.org/x/net,Go,,,
GO-2022-0527,Stack exhaustion in Glob on certain paths in io/fs,Calling Glob on a path which contains a large number of path separators can cause a panic due to stack exhaustion.,0001-01-01T00:00:00Z,2022-07-20T20:52:22Z,stdlib,Go,,,
GO-2021-0263,Panic on invalid symbol tables in debug/macho,"Calling File.ImportedSymbols on a loaded file which contains an invalid dynamic symbol table command can cause a panic, in particular if the encoded number of undefined symbols is larger than the number of symbols in the symbol table.",0001-01-01T00:00:00Z,2022-01-13T03:45:03Z,stdlib,Go,,,
GO-2021-0107,Panic or authentication bypass in github.com/ecnepsnai/web,"Web Sockets do not execute any AuthenticateMethod methods which may be set, leading to a nil pointer dereference if the returned UserData pointer is assumed to be non-nil, or authentication bypass.

This issue only affects WebSockets with an AuthenticateMethod hook. Request handlers that do not explicitly use WebSockets are not vulnerable.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/ecnepsnai/web,Go,,,
GO-2021-0226,Cross-site scripting in net/http/cgi and net/http/fcgi,"When a Handler does not explicitly set the Content-Type header, the the package would default to “text/html”, which could cause a Cross-Site Scripting vulnerability if an attacker can control any part of the contents of a response.

The Content-Type header is now set based on the contents of the first Write using http.DetectContentType, which is consistent with the behavior of the net/http package.

Although this protects some applications that validate the contents of uploaded files, not setting the Content-Type header explicitly on any attacker-controlled file is unsafe and should be avoided.",0001-01-01T00:00:00Z,2022-01-13T03:44:58Z,stdlib,Go,,,
GO-2021-0108,CRLF vulnerability in Fiber in github.com/gofiber/fiber,"Due to improper input sanitization, a maliciously constructed filename could cause a file download to use an attacker controlled filename, as well as injecting additional headers into an HTTP response.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/gofiber/fiber,Go,,,
GO-2022-1026,Incorrect DNSSEC validation in github.com/peterzen/goresolver,"DNSSEC validation is not performed correctly. An attacker can cause this package to report successful validation for invalid, attacker-controlled records.

Root DNSSEC public keys are not validated, permitting an attacker to present a self-signed root key and delegation chain.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/peterzen/goresolver,Go,,,
GO-2023-1595,Incorrect multiplication of unreduced P-256 scalars in filippo.io/nistec,"Multiplication of certain unreduced P-256 scalars produce incorrect results.

There are no protocols known at this time that can be attacked due to this.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,filippo.io/nistec,Go,,,
GO-2021-0102,Panic in decryption in code.cloudfoundry.org/gorouter,"Due to improper input validation, a maliciously crafted input can cause a panic, due to incorrect nonce size. If this package is used to decrypt user supplied messages without checking the size of supplied nonces, this may be used as a vector for a denial of service attack.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,code.cloudfoundry.org/gorouter,Go,,,
GO-2022-1040,Insufficient sanitization of data files in helm.sh/helm/v3,"Helm does not sanitize all fields read from repository data files. A maliciously crafted data file may contain strings containing arbitrary data. If printed to a terminal, a malicious string could obscure or alter data on the screen.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,helm.sh/helm/v3,Go,,,
GO-2023-2098,Unsoundness in variable comparison / non-unique binary decomposition in github.com/consensys/gnark,Unsoundness in variable comparison / non-unique binary decomposition in github.com/consensys/gnark,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/consensys/gnark,Go,,,
GO-2022-0433,Stack overflow from a large amount of PEM data in encoding/pem,encoding/pem in Go before 1.17.9 and 1.18.x before 1.18.1 has a Decode stack overflow via a large amount of PEM data.,0001-01-01T00:00:00Z,2022-05-20T21:17:25Z,stdlib,Go,,,
GO-2021-0356,Denial of service via crafted Signer in golang.org/x/crypto/ssh,"Attackers can cause a crash in SSH servers when the server has been configured by passing a Signer to ServerConfig.AddHostKey such that
1) the Signer passed to AddHostKey does not implement AlgorithmSigner, and
2) the Signer passed to AddHostKey returns a key of type “ssh-rsa” from its PublicKey method.

Servers that only use Signer implementations provided by the ssh package are unaffected.",0001-01-01T00:00:00Z,2022-04-25T20:38:40Z,golang.org/x/crypto,Go,,,
GO-2023-2003,Blst fails to perform group signature validation,"When complemented with a check for infinity, blst skips performing a signature group-check. Formally speaking, infinity is the identity element of the elliptic curve group and as such it is a member of the group, so the group-check should be performed. The fix performs the check even in the presence of infinity.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/supranational/blst,Go,,,
GO-2021-0060,Authentication bypass in github.com/russellhaering/gosaml2,"Due to the behavior of encoding/xml, a crafted XML document may cause XML Digital Signature validation to be entirely bypassed, causing an unsigned document to appear signed.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/russellhaering/gosaml2,Go,,,
GO-2022-0345,Environment variable leakage in github.com/containers/buildah,The RunUsingChroot function unintentionally propagates environment variables from the current process to the child process.,0001-01-01T00:00:00Z,2022-07-15T23:30:21Z,github.com/containers/buildah,Go,,,
GO-2021-0052,Inconsistent interpretation of HTTP Requests in github.com/gin-gonic/gin,"Due to improper HTTP header sanitization, a malicious user can spoof their source IP address by setting the X-Forwarded-For header. This may allow a user to bypass IP based restrictions, or obfuscate their true source.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/gin-gonic/gin,Go,,,
GO-2023-1867,Replay attacks involving proofs in github.com/bnb-chain/tss-lib,Replay attacks involving proofs in github.com/bnb-chain/tss-lib.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/bnb-chain/tss-lib,Go,,,
GO-2023-1631,Panic when parsing invalid messages in google.golang.org/protobuf,"Parsing invalid messages can panic.

Parsing a text-format message which contains a potential number consisting of a minus sign, one or more characters of whitespace, and no further input will cause a panic.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,google.golang.org/protobuf,Go,,,
GO-2023-1705,"Excessive resource consumption in net/http, net/textproto and mime/multipart","Multipart form parsing can consume large amounts of CPU and memory when processing form inputs containing very large numbers of parts.

This stems from several causes:

1. mime/multipart.Reader.ReadForm limits the total memory a parsed multipart form can consume. ReadForm can undercount the amount of memory consumed, leading it to accept larger inputs than intended.
2. Limiting total memory does not account for increased pressure on the garbage collector from large numbers of small allocations in forms with many parts.
3. ReadForm can allocate a large number of short-lived buffers, further increasing pressure on the garbage collector.

The combination of these factors can permit an attacker to cause an program that parses multipart forms to consume large amounts of CPU and memory, potentially resulting in a denial of service. This affects programs that use mime/multipart.Reader.ReadForm, as well as form parsing in the net/http package with the Request methods FormFile, FormValue, ParseMultipartForm, and PostFormValue.

With fix, ReadForm now does a better job of estimating the memory consumption of parsed forms, and performs many fewer short-lived allocations.

In addition, the fixed mime/multipart.Reader imposes the following limits on the size of parsed forms:

1. Forms parsed with ReadForm may contain no more than 1000 parts. This limit may be adjusted with the environment variable GODEBUG=multipartmaxparts=.
2. Form parts parsed with NextPart and NextRawPart may contain no more than 10,000 header fields. In addition, forms parsed with ReadForm may contain no more than 10,000 header fields across all parts. This limit may be adjusted with the environment variable GODEBUG=multipartmaxheaders=.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2021-0234,Infinite loop when decoding inputs in encoding/xml,"The Decode, DecodeElement, and Skip methods of an xml.Decoder provided by xml.NewTokenDecoder may enter an infinite loop when operating on a custom xml.TokenReader which returns an EOF in the middle of an open XML element.",0001-01-01T00:00:00Z,2022-02-17T17:34:24Z,stdlib,Go,,,
GO-2022-1175,Exposure of local files in github.com/cortexproject/cortex,A malicious actor could remotely read local files by submitting to the Alertmanager Set Configuration API maliciously crafted inputs. Only users of the Alertmanager service where `-experimental.alertmanager.enable-api` or `enable_api: true` is configured are affected.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cortexproject/cortex,Go,,,
GO-2021-0097,Panic due to out-of-bounds read in github.com/dhowden/tag,"Due to improper bounds checking, a number of methods can trigger a panic due to attempted out-of-bounds reads. If the package is used to parse user supplied input, this may be used as a vector for a denial of service attack.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/dhowden/tag,Go,,,
GO-2022-0434,Panic during certificate parsing on Darwin in crypto/x509,"Verifying certificate chains containing certificates which are not compliant with RFC 5280 causes Certificate.Verify to panic on macOS.

These chains can be delivered through TLS and can cause a crypto/tls or net/http client to crash.",0001-01-01T00:00:00Z,2022-05-23T21:59:00Z,stdlib,Go,,,
GO-2020-0046,Panic due to malformed XML digital signature in github.com/russellhaering/goxmldsig,"Due to a nil pointer dereference, a malformed XML Digital Signature can cause a panic during validation. If user supplied signatures are being validated, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/russellhaering/goxmldsig,Go,,,
GO-2022-1117,Insufficient verification of proofs in github.com/codenotary/immudb,"In certain scenarios, a malicious immudb server can provide a falsified proof that will be accepted by the client SDK signing a falsified transaction replacing the genuine one. This situation can not be triggered by a genuine immudb server and requires the client to perform a specific list of verified operations resulting in acceptance of an invalid state value.

This vulnerability only affects immudb client SDKs, the immudb server itself is not affected by this vulnerability.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/codenotary/immudb,Go,,,
GO-2023-1681,Time-of-check time-of-use race condition in github.com/containers/podman/v4,"A Time-of-check Time-of-use (TOCTOU) flaw appears in this version of podman. This issue may allow a malicious user to replace a normal file in a volume with a symlink while exporting the volume, allowing for access to arbitrary files on the host file system.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/containers/podman/v4,Go,,,
GO-2021-0099,Zip slip directory exploit in github.com/deislabs/oras,"Due to improper path validation, using the github.com/deislabs/oras/pkg/content.FileStore content store may result in directory traversal during archive extraction, allowing a malicious archive to write paths to arbitrary paths that the process can write to.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/deislabs/oras,Go,,,
GO-2023-1547,Information disclosure in helm.sh/helm/v3,"An information disclosure vulnerability exists in the `getHostByName` template function.

`getHostByName` is a Helm template function introduced in Helm v3. The function is able to accept a hostname and return an IP address for that hostname. To get the IP address the function performs a DNS lookup. The DNS lookup happens when used with `helm install|upgrade|template` or when the Helm SDK is used to render a chart.

Information passed into the chart can be disclosed to the DNS servers used to lookup the IP address. For example, a malicious chart could inject `getHostByName` into a chart in order to disclose values to a malicious DNS server.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,helm.sh/helm/v3,Go,,,
GO-2021-0077,Authentication bypass in go.etcd.io/etcd,"A user can use a valid client certificate that contains a CommonName that matches a valid RBAC username to authenticate themselves as that user, despite lacking the required credentials. This may allow authentication bypass, but requires a certificate that is issued by a CA trusted by the server.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,go.etcd.io/etcd,Go,,,
GO-2020-0003,Resource exhaustion in github.com/revel/revel,An attacker can cause an application that accepts slice parameters (https://revel.github.io/manual/parameters.html#slices) to allocate large amounts of memory and crash through manipulating the request query sent to the application.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/revel/revel,Go,,,
GO-2020-0012,Panic due to improper verification of cryptographic signatures in golang.org/x/crypto/ssh,"An attacker can craft an ssh-ed25519 or sk-ssh-ed25519@openssh.com public key, such that the library will panic when trying to verify a signature with it. If verifying signatures using user supplied public keys, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,golang.org/x/crypto,Go,,,
GO-2020-0036,Excessive resource consumption in YAML parsing in gopkg.in/yaml.v2,"Due to unbounded aliasing, a crafted YAML file can cause consumption of significant system resources. If parsing user supplied input, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,gopkg.in/yaml.v2,Go,,,
GO-2023-1600,Arbitrary code execution in github.com/kitabisa/teler-waf,"Improper handling of payload with special characters, such as CR/LF and horizontal tab, can lead to execution of arbitrary JavaScript code.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/kitabisa/teler-waf,Go,,,
GO-2021-0086,Cross-site scripting in github.com/documize/community,"HTML content in markdown is not sanitized during rendering, possibly allowing XSS if used to render untrusted user input.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/documize/community,Go,,,
GO-2021-0068,Arbitrary code injection via the go command with cgo on Windows in cmd/go,"The go command may execute arbitrary code at build time when using cgo on Windows. This can be triggered by running go get on a malicious module, or any other time the code is built.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,toolchain,Go,,,
GO-2021-0082,Denial of service in github.com/facebook/fbthrift,"Thirft Servers preallocate memory for the declared size of messages before checking the actual size of the message. This allows a malicious user to send messages that declare that they are significantly larger than they actually are, allowing them to force the server to allocate significant amounts of memory. This can be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/facebook/fbthrift,Go,,,
GO-2022-0191,Denial of service in chain verification in crypto/x509,"The crypto/x509 package does not limit the amount of work performed for each chain verification, which might allow attackers to craft pathological inputs leading to a CPU denial of service. Go TLS servers accepting client certificates and TLS clients verifying certificates are affected.",0001-01-01T00:00:00Z,2022-07-15T23:03:26Z,stdlib,Go,,,
GO-2023-1930,Unrestricted memory consumption in github.com/hamba/avro,Unrestricted memory consumption in github.com/hamba/avro,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/hamba/avro/v2,Go,,,
GO-2022-0503,Denial of service via malformed CAR data in github.com/ipld/go-car and go-car/v2,Decoding malformed CAR data can cause panics or excessive memory usage.,0001-01-01T00:00:00Z,2022-07-30T03:50:50Z,github.com/ipld/go-car,Go,,,
GO-2023-1295,SQL injection in github.com/square/squalor,There is a potential for SQL injection in the table name parameter.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/square/squalor,Go,,,
GO-2022-0537,Panic when decoding Float and Rat types in math/big,"Decoding big.Float and big.Rat types can panic if the encoded message is too short, potentially allowing a denial of service.",0001-01-01T00:00:00Z,2022-08-01T22:21:06Z,stdlib,Go,,,
GO-2021-0067,Panic when opening archives in archive/zip,"Using Reader.Open on an archive containing a file with a path prefixed by ""../"" will cause a panic due to a stack overflow. If parsing user supplied archives, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,stdlib,Go,,,
GO-2022-1037,Unbounded memory consumption when reading headers in archive/tar,"Reader.Read does not set a limit on the maximum size of file headers. A maliciously crafted archive could cause Read to allocate unbounded amounts of memory, potentially causing resource exhaustion or panics. After fix, Reader.Read limits the maximum size of header blocks to 1 MiB.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2021-0347,Stack exhaustion when compiling deeply nested expressions in regexp,"On 64-bit platforms, an extremely deeply nested expression can cause regexp.Compile to cause goroutine stack exhaustion, forcing the program to exit. Note this applies to very large expressions, on the order of 2MB.",0001-01-01T00:00:00Z,2022-05-23T22:15:47Z,stdlib,Go,,,
GO-2022-0289,Misdirected I/O in syscall,"When a Go program running on a Unix system is out of file descriptors and calls syscall.ForkExec (including indirectly by using the os/exec package), syscall.ForkExec can close file descriptor 0 as it fails. If this happens (or can be provoked) repeatedly, it can result in misdirected I/O such as writing network traffic intended for one connection to a different connection, or content intended for one file to a different one.

For users who cannot immediately update to the new release, the bug can be mitigated by raising the per-process file descriptor limit.",0001-01-01T00:00:00Z,2022-05-18T18:23:23Z,stdlib,Go,,,
GO-2023-1567,Open redirect in github.com/caddyserver/caddy/v2,"Due to improper request sanitization, a crafted URL can cause the static file handler to redirect to an attacker chosen URL, allowing for open redirect attacks.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/caddyserver/caddy/v2,Go,,,
GO-2023-1570,Panic on large handshake records in crypto/tls,"Large handshake records may cause panics in crypto/tls.

Both clients and servers may send large TLS handshake records which cause servers and clients, respectively, to panic when attempting to construct responses.

This affects all TLS 1.3 clients, TLS 1.2 clients which explicitly enable session resumption (by setting Config.ClientSessionCache to a non-nil value), and TLS 1.3 servers which request client certificates (by setting Config.ClientAuth >= RequestClientCert).",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-1526,Server-side request forgery in github.com/hakobe/paranoidhttp,"Paranoidhttp before is vulnerable to SSRF because [::] is equivalent to the 127.0.0.1 address, but does not match the filter for private addresses.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/hakobe/paranoidhttp,Go,,,
GO-2022-0171,Mishandled trust preferences for root certificates on Darwin in crypto/x509,"On Darwin, user's trust preferences for root certificates were not honored. If the user had a root certificate loaded in their Keychain that was explicitly not trusted, a Go program would still verify a connection using that root certificate.",0001-01-01T00:00:00Z,2022-05-24T20:17:59Z,stdlib,Go,,,
GO-2023-1704,Excessive memory allocation in net/http and net/textproto,"HTTP and MIME header parsing can allocate large amounts of memory, even when parsing small inputs, potentially leading to a denial of service.

Certain unusual patterns of input data can cause the common function used to parse HTTP and MIME headers to allocate substantially more memory than required to hold the parsed headers. An attacker can exploit this behavior to cause an HTTP server to allocate large amounts of memory from a small request, potentially leading to memory exhaustion and a denial of service.

With fix, header parsing now correctly allocates only the memory required to hold parsed headers.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-2024,libp2p nodes vulnerable to OOM attack,A malicious actor can store an arbitrary amount of data in the memory of a remote node by sending the node a message with a signed peer record. Signed peer records from randomly generated peers can be sent by a malicious actor. This memory does not get garbage collected and so the remote node can run out of memory (OOM).,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/libp2p/go-libp2p,Go,,,
GO-2023-1519,Command injection in github.com/rancher/wrangler,"A command injection vulnerability exists in the Wrangler Git package. Specially crafted commands can be passed to Wrangler that will change their behavior and cause confusion when executed through Git, resulting in command injection in the underlying host.

A workaround is to sanitize input passed to the Git package to remove potential unsafe and ambiguous characters. Otherwise, the best course of action is to update to a patched Wrangler version.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/rancher/wrangler,Go,,,
GO-2022-0956,Excessive resource consumption in gopkg.in/yaml.v2,Parsing malicious or large YAML documents can consume excessive amounts of CPU or memory.,0001-01-01T00:00:00Z,2022-08-29T22:15:46Z,gopkg.in/yaml.v2,Go,,,
GO-2023-1772,Memory exhaustion in github.com/distribution/distribution,Systems that run distribution built after a specific commit running on memory-restricted environments can suffer from denial of service by a crafted malicious /v2/_catalog API endpoint request.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/distribution/distribution,Go,,,
GO-2021-0053,Panic due to improper input validation in github.com/gogo/protobuf,"Due to improper bounds checking, maliciously crafted input to generated Unmarshal methods can cause an out-of-bounds panic. If parsing messages from untrusted parties, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/gogo/protobuf,Go,,,
GO-2021-0069,Panic during division of very large numbers in math/big,A number of math/big.Int methods can panic when provided large inputs due to a flawed division method.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,stdlib,Go,,,
GO-2021-0089,Infinite loop in github.com/buger/jsonparser,"Parsing malformed JSON which contain opening brackets, but not closing brackets, leads to an infinite loop. If operating on untrusted user input this can be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/buger/jsonparser,Go,,,
GO-2022-0533,Path traversal on Windows in path/filepath,"On Windows, the filepath.Clean function can convert certain invalid paths to valid, absolute paths, potentially allowing a directory traversal attack.

For example, Clean(`.\c:`) returns `c:`.",0001-01-01T00:00:00Z,2022-07-28T17:25:07Z,stdlib,Go,,,
